id source target overlap t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12
36535719080030 PointCloud2.pcd PointCloud26.pcd 0.6073 0.5873344287010076 -0.6246538711982869 -0.5146317227488555 8.17469960187117 0.6997962898166786 0.7113949869980473 -0.06482534406279114 -4.005685290623807 0.40659982983428805 -0.322063213781149 0.8549572297534456 -2.6344062551471135
36535719080340 PointCloud24.pcd PointCloud2.pcd 0.6402 0.4821540707667825 -0.1321983891079232 -0.8660548700632604 6.203176280463467 -0.8158875771752525 -0.4278721543504954 -0.3889124335150042 1.4564253090011279 -0.31914716582497976 0.8941191226278165 -0.3141593243835791 2.8185619400983697
36535719080619 PointCloud25.pcd PointCloud27.pcd 0.6397 0.07643628547531867 0.8077000334715133 -0.5846179523354138 2.1463504762973096 0.5582314941410652 0.45115813581513653 0.6963001762435832 -2.9306557000075184 0.8261568211978703 -0.3795747520817574 -0.41639874443891295 -6.729980179170887
36535719081022 PointCloud20.pcd PointCloud18.pcd 0.7007 -0.498074679203636 0.33049396790499536 -0.8016828245101716 1.5654330319577867 0.3320231226075164 0.9267497354337028 0.17577136833829343 -4.4406009504014 0.8010507224827582 -0.1786299668364011 -0.5713222164049611 7.079239788355184
36535719081456 PointCloud26.pcd PointCloud23.pcd 0.7270 0.9123080381331912 0.024461139037167456 0.4087734045098487 -1.582334623112659 -0.2929246928381692 0.7365359461700645 0.6096801820012132 -5.92057085865565 -0.28616283455968267 -0.6759559546866738 0.6791129357039192 8.05209211262745
36535719081611 PointCloud25.pcd PointCloud26.pcd 0.7520 -0.25278811859645683 0.9133385105656545 0.3192349169720881 -3.8073838790058923 -0.8470225558549204 -0.36837608213113876 0.383212541531082 0.9306864894157323 0.4676012799057145 -0.17352759789562253 0.8667394163179112 -5.975711509830408
36535719081952 PointCloud30.pcd PointCloud28.pcd 0.7714 0.3292668467903125 -0.16841991465257958 -0.9290952997153643 2.0105976296651886 -0.6383056811830159 0.6853817209682972 -0.3504536402036955 1.426579757068861 0.6958083076352646 0.7084395732248114 0.11817008976384885 -4.068285306122295
36535719082293 PointCloud4.pcd PointCloud0.pcd 0.8050 -0.6473670739995275 -0.3242704631689406 -0.6897568689164979 1.053072746757182 0.6034448222640438 0.3347553689293331 -0.7237355797911987 -0.6827576874196335 0.4655858867964177 -0.8847527958074995 -0.021030271676954287 -7.372412770022532
36535719082665 PointCloud1.pcd PointCloud0.pcd 0.8227 0.7106197138908639 0.4575217746627982 -0.5345029915155485 -4.692926098271129 0.2029211283815182 -0.8606884429742638 -0.46694584245596277 1.6396192071247853 -0.673678438044471 0.2233589708069525 -0.7044630098692344 4.665065664667257
36535719083068 PointCloud5.pcd PointCloud4.pcd 0.8564 0.5083709507044949 -0.8610385549144293 -0.013098985864546714 2.912476800077738 0.8609547959212491 0.5078899688446388 0.028365805597453615 2.6009767890038096 -0.017771208737974095 -0.025697986260862518 0.999511779641505 -7.445083711497245
