,id,source,target,overlap,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
0,5494384560030,PointCloud26.pcd,PointCloud22.pcd,0.6145,-0.2193532495285814,0.9562005569264314,-0.193816012895825,11.514474795108304,-0.9663952159841462,-0.185652626358703,0.1778015434383833,6.688829755024365,0.134031483033679,0.2263042139680535,0.9647911506103763,-1.3074685113589246
1,5494384560154,PointCloud18.pcd,PointCloud2.pcd,0.63,-0.8271763668130814,0.5508815278480774,-0.1109450335151536,10.30738299259436,0.2975255552893769,0.2618477111021844,-0.9181036543551576,0.1663254596141875,-0.4767156407499743,-0.7924426278705068,-0.380495570799486,4.800110691578515
2,5494384560340,PointCloud19.pcd,PointCloud17.pcd,0.6556,-0.8639577193787916,-0.3364507150835211,-0.374670489157586,10.618940129949928,0.1908921286255924,0.4696818494323699,-0.8619507848726511,-7.754010110086272,0.4659798862124714,-0.8162106815238184,-0.3415594662893072,2.0357722402139053
3,5494384560650,PointCloud24.pcd,PointCloud23.pcd,0.6919,-0.0910964858250486,-0.9958407941913164,0.0015946456455251,11.194794991379435,0.9726275718142212,-0.0893165205131211,-0.2145184507453868,-9.91972486904049,0.2137686525594865,-0.0179908806854272,0.976718634712712,-0.001663504403095
4,5494384561208,PointCloud3.pcd,PointCloud0.pcd,0.731,-0.2734580230557082,0.7556443624128479,-0.595165781257747,0.8432903896277831,-0.9573713355380188,-0.2736824058481651,0.0924016591805074,2.2937489083401674,-0.0930636100557791,0.5950626339158265,0.798272902083332,2.329578788441144
5,5494384561425,PointCloud21.pcd,PointCloud22.pcd,0.7616,0.5176787700311168,-0.3494730290311649,0.7809464085574968,1.428329623497027,-0.604585878861668,0.4964293582376718,0.6229235967282005,3.186181715062245,-0.6053797206218049,-0.7946234921392117,0.0457044811845585,4.854144000201033
6,5494384561611,PointCloud22.pcd,PointCloud21.pcd,0.7938,-0.2975564281215562,-0.8213964140547337,0.4865882274177686,8.484193257455765,0.6459966656722774,-0.5485042470278013,-0.5308779510704555,-8.204124932006232,0.7029569546023722,0.1563682255782472,0.6938303092296194,-5.8489946563715005
7,5494384561983,PointCloud14.pcd,PointCloud11.pcd,0.8297,0.5681064251045208,-0.7606460455154741,-0.314122083268007,0.2893786816142192,0.7801620619280775,0.6192714629185531,-0.088600295388028,-3.160953015659315,0.2619203063588086,-0.1947317351034144,0.9452392842346966,0.0039077483628475
8,5494384562510,PointCloud12.pcd,PointCloud13.pcd,0.866,-0.0510393481060732,-0.9969461854258552,-0.059104046475206,6.841572514910031,0.907335457049115,-0.0710173714335223,0.4143656613863492,-3.7556479791443063,-0.4172976795123363,-0.032478243787332,0.908189303148914,-6.108684948482814
9,5494384562851,PointCloud10.pcd,PointCloud11.pcd,0.9235,-0.0648059392669229,-0.0738548045155113,0.995161121671113,8.79721083414704,0.944442806054812,0.3174773117587771,0.0850643439387712,-4.592027401094608,-0.3222234881678324,0.9453854369347964,0.0491772234327937,-1.177018032891405
