id source target overlap t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12
5494384560030 PointCloud26.pcd PointCloud22.pcd 0.6145 -0.21935324952858148 0.9562005569264314 -0.19381601289582506 11.514474795108303 -0.9663952159841462 -0.18565262635870305 0.17780154343838336 6.688829755024365 0.134031483033679 0.22630421396805353 0.9647911506103765 -1.3074685113589246
5494384560154 PointCloud18.pcd PointCloud2.pcd 0.6300 -0.8271763668130814 0.5508815278480774 -0.11094503351515364 10.30738299259436 0.29752555528937696 0.26184771110218447 -0.9181036543551575 0.1663254596141875 -0.4767156407499743 -0.7924426278705068 -0.380495570799486 4.800110691578515
5494384560340 PointCloud19.pcd PointCloud17.pcd 0.6556 -0.8639577193787916 -0.33645071508352115 -0.374670489157586 10.618940129949927 0.1908921286255924 0.4696818494323699 -0.8619507848726511 -7.754010110086272 0.4659798862124714 -0.8162106815238184 -0.3415594662893072 2.0357722402139053
5494384560650 PointCloud24.pcd PointCloud23.pcd 0.6919 -0.09109648582504865 -0.9958407941913164 0.0015946456455251667 11.194794991379435 0.9726275718142213 -0.08931652051312117 -0.2145184507453868 -9.91972486904049 0.2137686525594865 -0.017990880685427257 0.9767186347127121 -0.0016635044030950397
5494384561208 PointCloud3.pcd PointCloud0.pcd 0.7310 -0.27345802305570827 0.7556443624128479 -0.595165781257747 0.8432903896277831 -0.9573713355380187 -0.2736824058481651 0.09240165918050741 2.2937489083401674 -0.09306361005577912 0.5950626339158265 0.798272902083332 2.329578788441144
5494384561425 PointCloud21.pcd PointCloud22.pcd 0.7616 0.5176787700311168 -0.34947302903116495 0.7809464085574968 1.428329623497027 -0.604585878861668 0.49642935823767187 0.6229235967282005 3.186181715062245 -0.6053797206218049 -0.7946234921392117 0.045704481184558554 4.854144000201033
5494384561611 PointCloud22.pcd PointCloud21.pcd 0.7938 -0.29755642812155625 -0.8213964140547337 0.48658822741776864 8.484193257455765 0.6459966656722774 -0.5485042470278013 -0.5308779510704555 -8.204124932006232 0.7029569546023722 0.15636822557824723 0.6938303092296194 -5.8489946563715005
5494384561983 PointCloud14.pcd PointCloud11.pcd 0.8297 0.5681064251045208 -0.7606460455154741 -0.314122083268007 0.2893786816142192 0.7801620619280775 0.6192714629185531 -0.088600295388028 -3.160953015659315 0.26192030635880864 -0.1947317351034144 0.9452392842346966 0.003907748362847574
5494384562510 PointCloud12.pcd PointCloud13.pcd 0.8660 -0.051039348106073246 -0.9969461854258552 -0.05910404647520609 6.841572514910031 0.907335457049115 -0.07101737143352232 0.4143656613863492 -3.7556479791443067 -0.4172976795123363 -0.03247824378733208 0.9081893031489139 -6.108684948482814
5494384562851 PointCloud10.pcd PointCloud11.pcd 0.9235 -0.06480593926692296 -0.0738548045155113 0.995161121671113 8.79721083414704 0.9444428060548119 0.31747731175877714 0.08506434393877121 -4.592027401094608 -0.3222234881678324 0.9453854369347965 0.04917722343279379 -1.177018032891405
