,id,source,target,overlap,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
0,38591597440030,PointCloud19.pcd,PointCloud18.pcd,0.6051,-0.0380410902435925,0.95372601319956,-0.298260904577773,3.760168238683391,0.9905449306498648,0.0753602711140019,0.1146366865426536,-4.183448322908308,0.1318090126544211,-0.2910799225025606,-0.9475752544779596,-8.794217626362135
1,38591597440402,PointCloud6.pcd,PointCloud4.pcd,0.6316,-0.1204923266362327,0.9129888526034562,0.3897857799402282,4.950980348029811,0.0486649997578875,0.3976068350382555,-0.9162644391928708,0.9218273777673368,-0.9915207093250008,-0.0914339092059727,-0.0923391749311294,2.899523374475631
2,38591597440836,PointCloud3.pcd,PointCloud2.pcd,0.6618,-0.373631858750802,0.8077620305266292,0.4559821664998731,0.9823099072688026,0.9212935432308784,0.3802877237103325,0.0812370260183584,0.0791503172608827,-0.1077842350602087,0.4504461668553869,-0.88627355226125,-0.2899899096370633
3,38591597441270,PointCloud10.pcd,PointCloud8.pcd,0.7022,0.5346450647203305,-0.7733462346105684,-0.3407202021950704,2.589231573233483,-0.1609369939985491,0.3026280016871426,-0.9394230019312696,-3.289836733380583,0.8296107151748373,0.557092356803163,0.037338549229885,3.078096788653506
4,38591597441766,PointCloud12.pcd,PointCloud13.pcd,0.7597,0.0366954126807776,-0.9878964538627956,0.1507117883030418,0.3018108278255891,0.6490908686403369,0.1382311328632097,0.7480462540211579,-5.009577570322668,-0.7598253029058196,0.0703757795883437,0.6463070158302574,5.767331935686544
5,38591597442262,PointCloud21.pcd,PointCloud20.pcd,0.7479,0.5114085645966362,0.7183836384085396,-0.471578443235181,-0.7534907311668598,-0.2369338923204367,0.6453743192374923,0.7261916542749793,-7.549284589334922,0.8260288195499572,-0.2596477154447003,0.5002593858562296,-1.8383707638310736
6,38591597442820,PointCloud21.pcd,PointCloud22.pcd,0.8001,0.6273492457102978,0.6995882741496208,-0.3420660324836059,1.230102768950195,-0.0817964518135014,0.49602456379136,0.864447206361564,-2.65090766638853,0.7744302837424695,-0.5143305151242203,0.3684044745040593,8.23641456420757
7,38591597442975,PointCloud7.pcd,PointCloud5.pcd,0.6379,-0.1267742046321202,-0.251469397794329,0.9595266765509184,3.6468416900144174,0.9908755209334414,-0.0767303405559598,0.1108068447933054,-4.362409168930715,0.045760278132618,0.9648189450933912,0.258902298433408,8.168892452526562
8,38591597443068,PointCloud30.pcd,PointCloud29.pcd,0.6241,0.4252375163923444,-0.3758818278337721,-0.823338269581108,0.8397053078603471,0.3439210230718127,0.9085561124363716,-0.2371584289957776,-0.0296804945858403,0.8371925612078195,-0.1823146786708359,0.5156258075382201,6.076717725673533
9,38591597443099,PointCloud17.pcd,PointCloud18.pcd,0.6056,0.4032265233344952,0.1022478253228544,-0.9093699759153714,6.06533533827731,-0.7026878800754843,-0.6019852517269847,-0.3792670561731152,0.6481735737961745,-0.5862065455746787,0.7919337970562604,-0.1708881125340678,1.0796391411189616
