,id,source,target,overlap,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
0,2318808360154,PointCloud1.pcd,PointCloud2.pcd,0.6179,0.6400897525503364,0.7680052336919463,-0.0212854340295954,9.026995173860398,-0.768300034737651,0.6398586282081309,-0.0172044334325018,-1.6217516350508137,0.0004065737001254,0.027365981242923,0.9996253987211602,-3.0034323459297334
1,2318808360495,PointCloud36.pcd,PointCloud33.pcd,0.6516,0.1014961318380964,-0.9941479426661296,-0.036991935805053,24.52239368818362,0.9941385092052892,0.0999627466164738,0.0411834166136699,2.6379605344408468,-0.0372445933927087,-0.0409550653960175,0.9984665857610956,-0.4124696607253931
2,2318808360588,PointCloud32.pcd,PointCloud30.pcd,0.6364,-0.3602011852838014,-0.9285910712314605,-0.0892957364567487,21.74721527677024,0.8189277079331418,-0.360595620148747,0.4464618773298693,12.786076495448617,-0.4467801643980126,0.0876893446135228,0.8903359273564869,-3.1518570695675656
3,2318808360960,PointCloud16.pcd,PointCloud15.pcd,0.6869,0.4546572152378334,0.773695064495056,0.4412286978519977,-2.182124848359184,-0.8827770419248855,0.4572394657900578,0.1078738391565417,4.800881685252776,-0.1182857171535403,-0.4385521840100828,0.8908874625997714,8.11038490887723
4,2318808361394,PointCloud23.pcd,PointCloud22.pcd,0.7142,-0.3011334598170495,-0.7588505034104328,-0.5774638974449802,6.100341930290749,-0.8692518684032254,0.4674316338243071,-0.1609622843334456,11.78491625037433,0.3920712035537875,0.4534904422080713,-0.8003915230496964,-6.8810890693790085
5,2318808361673,PointCloud18.pcd,PointCloud17.pcd,0.73,0.5205079709093019,-0.3244079425511614,-0.7898296898886517,4.810638531662476,-0.7735871065509039,-0.5707214766998849,-0.2753906037098996,11.610191041754351,-0.3614338678072127,0.7543450688134872,-0.5480228794117026,-6.406580378508318
6,2318808361890,PointCloud6.pcd,PointCloud5.pcd,0.7718,0.712496118908309,-0.6980718581253644,-0.0710278919439255,-4.09303833270662,0.4417367983960352,0.5248935074689035,-0.7275681457841683,0.1821461008449073,0.5451769267709498,0.4870138465284054,0.682348614570433,2.889123051992088
7,2318808363037,PointCloud21.pcd,PointCloud19.pcd,0.6912,-0.6194815936452591,-0.5858501627032653,-0.5225152074296857,12.06477908294888,-0.6951542642862152,0.7186243423614962,0.0184283317258442,3.3829371822135377,0.3646959061731031,0.3746446869048917,-0.8524307916743239,0.5089356085349765
8,2318808363068,PointCloud17.pcd,PointCloud16.pcd,0.7076,-0.2669045621264191,0.4003827220437984,-0.8766160109220587,5.691856705503573,0.898176343698433,-0.2263850528351386,-0.3768674348804175,-2.695865537121273,-0.3493439713758042,-0.8879434012039449,-0.2991910859663959,3.2155067311035688
9,2318808363099,PointCloud12.pcd,PointCloud13.pcd,0.6749,-0.5017188836042655,0.1948146006721596,0.842808064270766,12.72652398070402,0.7920556200874831,-0.2882142371332435,0.5381267956546435,-3.02654269321762,0.3477442400999928,0.9375392391141016,-0.0097014740441368,2.013894850111773
